utc,transaction_id,address,quantity,ok,recovered,latency_ms,error
2026-09-12T08:22:07Z,1,32,2,1,0,7.499,
2026-09-12T08:22:07Z,2,0,16,1,0,30.544,
2026-09-12T08:22:07Z,3,0,16,1,0,30.523,
2026-09-12T08:22:07Z,4,0,16,1,0,29.526,
2026-09-12T08:22:07Z,5,0,16,1,0,29.584,
2026-09-12T08:22:08Z,6,0,16,1,0,30.568,
2026-09-12T08:22:08Z,7,0,16,1,0,31.522,
2026-09-12T08:22:08Z,8,0,16,1,0,30.533,
2026-09-12T08:22:08Z,9,0,16,1,0,29.529,
2026-09-12T08:22:08Z,10,0,16,1,0,30.562,
2026-09-12T08:22:08Z,11,32,2,1,0,7.007,
2026-09-12T08:22:08Z,12,0,16,1,0,30.020,
2026-09-12T08:22:08Z,13,0,16,1,0,30.568,
2026-09-12T08:22:08Z,14,0,16,1,0,29.531,
2026-09-12T08:22:08Z,15,0,16,1,0,30.506,
2026-09-12T08:22:09Z,16,0,16,1,0,30.846,
2026-09-12T08:22:09Z,17,0,16,1,0,30.536,
2026-09-12T08:22:09Z,18,0,16,1,0,29.521,
2026-09-12T08:22:09Z,19,0,16,1,0,29.540,
2026-09-12T08:22:09Z,20,0,16,1,0,29.548,
2026-09-12T08:22:09Z,21,32,2,1,0,8.498,
2026-09-12T08:22:09Z,22,0,16,1,0,30.213,
2026-09-12T08:22:09Z,23,0,16,1,0,30.487,
2026-09-12T08:22:09Z,24,0,16,1,0,29.576,
2026-09-12T08:22:09Z,25,0,16,1,0,30.591,
2026-09-12T08:22:10Z,26,0,16,1,0,29.643,
2026-09-12T08:22:10Z,27,0,16,1,0,30.526,
2026-09-12T08:22:10Z,28,0,16,1,0,30.517,
2026-09-12T08:22:10Z,29,0,16,1,0,30.515,
2026-09-12T08:22:10Z,30,0,16,1,0,29.586,
2026-09-12T08:22:10Z,31,32,2,1,0,7.529,
2026-09-12T08:22:10Z,32,0,16,1,0,31.565,
2026-09-12T08:22:10Z,33,0,16,1,0,31.555,
2026-09-12T08:22:10Z,34,0,16,1,0,30.563,
2026-09-12T08:22:10Z,35,0,16,1,0,31.622,
2026-09-12T08:22:11Z,36,0,16,1,0,32.108,
2026-09-12T08:22:11Z,37,0,16,1,0,32.658,
2026-09-12T08:22:11Z,38,0,16,1,0,31.525,
2026-09-12T08:22:11Z,39,0,16,1,0,32.626,
2026-09-12T08:22:11Z,40,0,16,1,0,32.547,
2026-09-12T08:22:11Z,41,32,2,1,0,7.543,
2026-09-12T08:22:11Z,42,0,16,1,0,32.584,
2026-09-12T08:22:11Z,43,0,16,1,0,32.049,
2026-09-12T08:22:11Z,44,0,16,1,0,32.544,
2026-09-12T08:22:11Z,45,0,16,1,0,31.086,
2026-09-12T08:22:12Z,46,0,16,1,0,31.623,
2026-09-12T08:22:12Z,47,0,16,1,0,32.048,
2026-09-12T08:22:12Z,48,0,16,1,0,32.056,
2026-09-12T08:22:12Z,49,0,16,1,0,32.570,
2026-09-12T08:22:12Z,50,0,16,1,0,31.672,
2026-09-12T08:22:12Z,51,32,2,1,0,7.534,
2026-09-12T08:22:12Z,52,0,16,1,0,31.044,
2026-09-12T08:22:12Z,53,0,16,1,0,32.055,
2026-09-12T08:22:12Z,54,0,16,1,0,33.086,
2026-09-12T08:22:12Z,55,0,16,1,0,32.048,
2026-09-12T08:22:13Z,56,0,16,1,0,32.009,
2026-09-12T08:22:13Z,57,0,16,1,0,31.060,
2026-09-12T08:22:13Z,58,0,16,1,0,31.535,
2026-09-12T08:22:13Z,59,0,16,1,0,32.016,
2026-09-12T08:22:13Z,60,0,16,1,0,32.016,
2026-09-12T08:22:13Z,61,32,2,1,0,8.499,
2026-09-12T08:22:13Z,62,0,16,1,0,32.030,
2026-09-12T08:22:13Z,63,0,16,1,0,32.026,
2026-09-12T08:22:13Z,64,0,16,1,0,32.052,
2026-09-12T08:22:13Z,65,0,16,1,0,32.041,
2026-09-12T08:22:14Z,66,0,16,1,0,31.528,
2026-09-12T08:22:14Z,67,0,16,1,0,31.416,
2026-09-12T08:22:14Z,68,0,16,1,0,32.083,
2026-09-12T08:22:14Z,69,0,16,1,0,32.038,
2026-09-12T08:22:14Z,70,0,16,1,0,32.538,
2026-09-12T08:22:14Z,71,32,2,1,0,8.502,
2026-09-12T08:22:14Z,72,0,16,1,0,30.033,
2026-09-12T08:22:14Z,73,0,16,1,0,29.982,
2026-09-12T08:22:14Z,74,0,16,1,0,30.036,
2026-09-12T08:22:15Z,75,0,16,1,0,31.049,
2026-09-12T08:22:15Z,76,0,16,1,0,31.877,
2026-09-12T08:22:15Z,77,0,16,1,0,29.571,
2026-09-12T08:22:15Z,78,0,16,1,0,30.529,
2026-09-12T08:22:15Z,79,0,16,1,0,30.086,
2026-09-12T08:22:15Z,80,0,16,1,0,30.030,
2026-09-12T08:22:15Z,81,32,2,1,0,8.062,
2026-09-12T08:22:15Z,82,0,16,1,0,30.033,
2026-09-12T08:22:15Z,83,0,16,1,0,30.544,
2026-09-12T08:22:15Z,84,0,16,1,0,29.576,
2026-09-12T08:22:16Z,85,0,16,1,0,30.018,
2026-09-12T08:22:16Z,86,0,16,1,0,30.066,
2026-09-12T08:22:16Z,87,0,16,1,0,30.041,
2026-09-12T08:22:16Z,88,0,16,1,0,30.067,
2026-09-12T08:22:16Z,89,0,16,1,0,30.110,
2026-09-12T08:22:16Z,90,0,16,1,0,30.049,
2026-09-12T08:22:16Z,91,32,2,1,0,7.005,
2026-09-12T08:22:16Z,92,0,16,1,0,30.546,
2026-09-12T08:22:16Z,93,0,16,1,0,29.544,
2026-09-12T08:22:16Z,94,0,16,1,0,30.035,
2026-09-12T08:22:17Z,95,0,16,1,0,29.530,
2026-09-12T08:22:17Z,96,0,16,1,0,29.552,
2026-09-12T08:22:17Z,97,0,16,1,0,30.237,
2026-09-12T08:22:17Z,98,0,16,1,0,30.510,
2026-09-12T08:22:17Z,99,0,16,1,0,29.582,
2026-09-12T08:22:17Z,100,0,16,1,0,30.134,
