second,mode,input_ug,corrected_ug,offset_ug,state,automatic_rebuild_count
1463,STATIC,-64201,-59781,-4420,5,0
1464,STATIC,-61948,-57520,-4428,5,0
1465,STATIC,-61385,-56949,-4436,5,0
1466,STATIC,-64201,-59756,-4445,5,0
1467,STATIC,-56880,-52427,-4453,5,0
1468,STATIC,-62512,-58051,-4461,5,0
1469,STATIC,-61386,-56917,-4469,5,0
1470,STATIC,-60259,-55781,-4478,5,0
1471,STATIC,-60259,-55773,-4486,5,0
1472,STATIC,-62512,-58018,-4494,5,0
1473,STATIC,-65890,-61387,-4503,5,0
1474,STATIC,-60259,-55748,-4511,5,0
1475,STATIC,-60822,-56303,-4519,5,0
1476,STATIC,-56317,-51790,-4527,5,0
1477,STATIC,-60822,-56286,-4536,5,0
1478,STATIC,-60822,-56278,-4544,5,0
1479,STATIC,-54627,-50075,-4552,5,0
1480,STATIC,-52374,-47813,-4561,5,0
1481,STATIC,-55754,-51185,-4569,5,0
1482,STATIC,-56317,-51740,-4577,5,0
1483,STATIC,-57443,-52858,-4585,5,0
1484,STATIC,-50122,-45528,-4594,5,0
1485,STATIC,-54627,-50025,-4602,5,0
1486,STATIC,-62512,-57902,-4610,5,0
1487,STATIC,-63075,-58457,-4618,5,0
1488,STATIC,-61386,-56759,-4627,5,0
1489,STATIC,-54064,-49429,-4635,5,0
1490,STATIC,-52374,-47731,-4643,5,0
1491,STATIC,-58570,-53918,-4652,5,0
1492,STATIC,-66454,-61794,-4660,5,0
1493,STATIC,-61948,-57280,-4668,5,0
1494,STATIC,-62512,-57836,-4676,5,0
1495,STATIC,-54064,-49379,-4685,5,0
1496,STATIC,-52938,-48245,-4693,5,0
1497,STATIC,-51811,-47110,-4701,5,0
1498,STATIC,-55190,-50480,-4710,5,0
1499,STATIC,-57443,-52725,-4718,5,0
1500,STATIC,-60822,-56096,-4726,5,0
1501,STATIC,-55190,-50457,-4733,5,0
1502,STATIC,-54064,-49325,-4739,5,0
1503,STATIC,-49559,-44813,-4746,5,0
1504,STATIC,-60822,-56069,-4753,5,0
1505,STATIC,-64201,-59442,-4759,5,0
1506,STATIC,-54064,-49298,-4766,5,0
1507,STATIC,-49559,-44786,-4773,5,0
1508,STATIC,-57443,-52664,-4779,5,0
1509,STATIC,-57443,-52657,-4786,5,0
1510,STATIC,-59132,-54340,-4792,5,0
1511,STATIC,-61948,-57149,-4799,5,0
1512,STATIC,-56317,-51511,-4806,5,0
1513,STATIC,-59132,-54320,-4812,5,0
1514,STATIC,-63638,-58819,-4819,5,0
1515,STATIC,-60822,-55996,-4826,5,0
1516,STATIC,-52938,-48106,-4832,5,0
1517,STATIC,-58006,-53167,-4839,5,0
1518,STATIC,-64764,-59918,-4846,5,0
1519,STATIC,-74338,-69486,-4852,5,0
1520,STATIC,-70959,-66100,-4859,5,0
1521,STATIC,-67017,-62152,-4865,5,0
1522,STATIC,-66454,-61582,-4872,5,0
1523,STATIC,-59696,-54817,-4879,5,0
1524,STATIC,-59132,-54247,-4885,5,0
1525,STATIC,-54064,-49172,-4892,5,0
1526,STATIC,-51812,-46913,-4899,5,0
1527,STATIC,-59132,-54227,-4905,5,0
1528,STATIC,-66454,-61542,-4912,5,0
1529,STATIC,-59132,-54214,-4918,5,0
1530,STATIC,-63075,-58150,-4925,5,0
1531,STATIC,-66454,-61522,-4932,5,0
1532,STATIC,-66454,-61516,-4938,5,0
1533,STATIC,-60259,-55314,-4945,5,0
1534,STATIC,-58569,-53617,-4952,5,0
1535,STATIC,-59132,-54174,-4958,5,0
1536,STATIC,-56880,-51915,-4965,5,0
1537,STATIC,-51812,-46840,-4972,5,0
1538,STATIC,-63638,-58660,-4978,5,0
1539,STATIC,-57443,-52458,-4985,5,0
1540,STATIC,-54064,-49073,-4991,5,0
1541,STATIC,-58006,-53008,-4998,5,0
1542,STATIC,-60822,-55817,-5005,5,0
1543,STATIC,-55190,-50179,-5011,5,0
1544,STATIC,-55754,-50736,-5018,5,0
1545,STATIC,-59696,-54671,-5025,5,0
1546,STATIC,-54064,-49033,-5031,5,0
1547,STATIC,-53500,-48462,-5038,5,0
1548,STATIC,-48432,-43387,-5045,5,0
1549,STATIC,-55190,-50139,-5051,5,0
1550,STATIC,-56316,-51258,-5058,5,0
1551,STATIC,-53500,-48436,-5064,5,0
1552,STATIC,-49559,-44488,-5071,5,0
1553,STATIC,-52938,-47860,-5078,5,0
1554,STATIC,-47869,-42785,-5084,5,0
1555,STATIC,-39985,-34894,-5091,5,0
1556,STATIC,-41674,-36576,-5098,5,0
1557,STATIC,-46743,-41639,-5104,5,0
1558,STATIC,-54064,-48953,-5111,5,0
1559,STATIC,-58569,-53452,-5117,5,0
1560,STATIC,-60259,-55135,-5124,5,0
1561,STATIC,-59132,-54005,-5127,5,0
1562,STATIC,-60822,-55692,-5130,5,0
1563,STATIC,-51248,-46115,-5133,5,0
1564,STATIC,-47870,-42734,-5136,5,0
1565,STATIC,-56880,-51741,-5139,5,0
1566,STATIC,-56317,-51175,-5142,5,0
1567,STATIC,-54064,-48918,-5146,5,0
1568,STATIC,-59696,-54547,-5149,5,0
1569,STATIC,-60258,-55106,-5152,5,0
1570,STATIC,-62512,-57357,-5155,5,0
1571,STATIC,-55754,-50596,-5158,5,0
1572,STATIC,-59132,-53971,-5161,5,0
1573,STATIC,-64201,-59037,-5164,5,0
1574,STATIC,-63075,-57908,-5167,5,0
1575,STATIC,-63074,-57904,-5170,5,0
1576,STATIC,-54064,-48891,-5173,5,0
1577,STATIC,-61385,-56209,-5176,5,0
1578,STATIC,-58570,-53391,-5179,5,0
1579,STATIC,-55754,-50572,-5182,5,0
1580,STATIC,-58006,-52821,-5185,5,0
1581,STATIC,-56880,-51692,-5188,5,0
1582,STATIC,-58570,-53379,-5191,5,0
1583,STATIC,-65890,-60695,-5195,5,0
1584,STATIC,-69270,-64072,-5198,5,0
1585,STATIC,-69270,-64069,-5201,5,0
1586,STATIC,-69833,-64629,-5204,5,0
1587,STATIC,-60822,-55615,-5207,5,0
1588,STATIC,-64201,-58991,-5210,5,0
1589,STATIC,-70396,-65183,-5213,5,0
1590,STATIC,-63075,-57859,-5216,5,0
1591,STATIC,-58006,-52787,-5219,5,0
1592,STATIC,-56317,-51095,-5222,5,0
1593,STATIC,-56316,-51091,-5225,5,0
1594,STATIC,-59132,-53904,-5228,5,0
1595,STATIC,-55190,-49959,-5231,5,0
1596,STATIC,-59132,-53898,-5234,5,0
1597,STATIC,-64201,-58964,-5237,5,0
1598,STATIC,-67580,-62340,-5240,5,0
1599,STATIC,-66454,-61210,-5244,5,0
1600,STATIC,-63074,-57827,-5247,5,0
1601,STATIC,-60822,-55572,-5250,5,0
1602,STATIC,-64201,-58948,-5253,5,0
1603,STATIC,-64764,-59508,-5256,5,0
1604,STATIC,-65890,-60631,-5259,5,0
1605,STATIC,-59132,-53870,-5262,5,0
1606,STATIC,-60258,-54993,-5265,5,0
1607,STATIC,-65890,-60622,-5268,5,0
1608,STATIC,-61948,-56677,-5271,5,0
1609,STATIC,-59696,-54422,-5274,5,0
1610,STATIC,-58570,-53293,-5277,5,0
1611,STATIC,-61948,-56668,-5280,5,0
1612,STATIC,-64764,-59481,-5283,5,0
1613,STATIC,-65890,-60604,-5286,5,0
1614,STATIC,-63638,-58349,-5289,5,0
1615,STATIC,-61948,-56655,-5293,5,0
1616,STATIC,-63074,-57778,-5296,5,0
1617,STATIC,-61386,-56087,-5299,5,0
1618,STATIC,-58570,-53268,-5302,5,0
1619,STATIC,-65328,-60023,-5305,5,0
1620,STATIC,-63075,-57767,-5308,5,0
1621,STATIC,-66454,-61146,-5308,5,0
1622,STATIC,-73212,-67904,-5308,5,0
1623,STATIC,-72086,-66778,-5308,5,0
1624,STATIC,-65328,-60020,-5308,5,0
1625,STATIC,-60259,-54951,-5308,5,0
1626,STATIC,-62512,-57204,-5308,5,0
1627,STATIC,-62512,-57204,-5308,5,0
1628,STATIC,-67017,-61709,-5308,5,0
1629,STATIC,-67017,-61709,-5308,5,0
1630,STATIC,-64764,-59456,-5308,5,0
1631,STATIC,-62512,-57204,-5308,5,0
1632,STATIC,-66454,-61146,-5308,5,0
1633,STATIC,-73212,-67904,-5308,5,0
1634,STATIC,-74902,-69594,-5308,5,0
1635,STATIC,-64764,-59456,-5308,5,0
1636,STATIC,-64201,-58893,-5308,5,0
1637,STATIC,-58006,-52698,-5308,5,0
1638,STATIC,-55190,-49882,-5308,5,0
1639,STATIC,-56316,-51008,-5308,5,0
1640,STATIC,-53501,-48193,-5308,5,0
1641,STATIC,-54627,-49319,-5308,5,0
1642,STATIC,-64764,-59456,-5308,5,0
1643,STATIC,-64201,-58893,-5308,5,0
1644,STATIC,-61948,-56640,-5308,5,0
1645,STATIC,-64764,-59456,-5308,5,0
1646,STATIC,-74902,-69594,-5308,5,0
1647,STATIC,-70396,-65088,-5308,5,0
1648,STATIC,-72648,-67340,-5308,5,0
1649,STATIC,-63074,-57766,-5308,5,0
1650,STATIC,-65890,-60582,-5308,5,0
1651,STATIC,-69270,-63962,-5308,5,0
1652,STATIC,-69270,-63962,-5308,5,0
1653,STATIC,-77154,-71846,-5308,5,0
1654,STATIC,-70959,-65651,-5308,5,0
1655,STATIC,-64201,-58893,-5308,5,0
1656,STATIC,-70396,-65088,-5308,5,0
1657,STATIC,-61948,-56640,-5308,5,0
1658,STATIC,-67017,-61709,-5308,5,0
1659,STATIC,-63638,-58330,-5308,5,0
1660,STATIC,-54627,-49319,-5308,5,0
1661,STATIC,-51248,-45940,-5308,5,0
1662,STATIC,-58006,-52698,-5308,5,0
1663,STATIC,-59696,-54388,-5308,5,0
1664,STATIC,-58570,-53262,-5308,5,0
1665,STATIC,-58569,-53261,-5308,5,0
1666,STATIC,-62512,-57204,-5308,5,0
1667,STATIC,-68143,-62835,-5308,5,0
1668,STATIC,-60259,-54951,-5308,5,0
1669,STATIC,-55754,-50446,-5308,5,0
1670,STATIC,-60258,-54950,-5308,5,0
1671,STATIC,-61386,-56078,-5308,5,0
1672,STATIC,-63638,-58330,-5308,5,0
1673,STATIC,-55754,-50446,-5308,5,0
1674,STATIC,-51812,-46504,-5308,5,0
1675,STATIC,-58570,-53262,-5308,5,0
1676,STATIC,-60822,-55514,-5308,5,0
1677,STATIC,-65328,-60020,-5308,5,0
1678,STATIC,-68144,-62836,-5308,5,0
1679,STATIC,-64764,-59456,-5308,5,0
1680,STATIC,-61385,-56077,-5308,5,0
1681,STATIC,-69833,-64525,-5308,5,0
1682,STATIC,-73212,-67904,-5308,5,0
1683,STATIC,-69270,-63962,-5308,5,0
1684,STATIC,-73774,-68466,-5308,5,0
1685,STATIC,-73774,-68466,-5308,5,0
1686,STATIC,-69270,-63962,-5308,5,0
1687,STATIC,-60822,-55514,-5308,5,0
1688,STATIC,-55190,-49882,-5308,5,0
1689,STATIC,-59696,-54388,-5308,5,0
1690,STATIC,-57443,-52135,-5308,5,0
1691,STATIC,-64764,-59456,-5308,5,0
1692,STATIC,-68706,-63398,-5308,5,0
1693,STATIC,-65890,-60582,-5308,5,0
1694,STATIC,-67580,-62272,-5308,5,0
1695,STATIC,-67017,-61709,-5308,5,0
1696,STATIC,-69270,-63962,-5308,5,0
1697,STATIC,-71522,-66214,-5308,5,0
1698,STATIC,-69832,-64524,-5308,5,0
1699,STATIC,-69832,-64524,-5308,5,0
1700,STATIC,-62512,-57204,-5308,5,0
1701,STATIC,-69833,-64525,-5308,5,0
1702,STATIC,-63638,-58330,-5308,5,0
1703,STATIC,-61948,-56640,-5308,5,0
1704,STATIC,-51248,-45940,-5308,5,0
1705,STATIC,-53501,-48193,-5308,5,0
1706,STATIC,-55190,-49882,-5308,5,0
1707,STATIC,-54064,-48756,-5308,5,0
1708,STATIC,-56880,-51572,-5308,5,0
1709,STATIC,-57443,-52135,-5308,5,0
1710,STATIC,-64201,-58893,-5308,5,0
1711,STATIC,-60259,-54951,-5308,5,0
1712,STATIC,-64764,-59456,-5308,5,0
1713,STATIC,-67016,-61708,-5308,5,0
1714,STATIC,-65327,-60019,-5308,5,0
1715,STATIC,-63638,-58330,-5308,5,0
1716,STATIC,-65327,-60019,-5308,5,0
1717,STATIC,-62512,-57204,-5308,5,0
1718,STATIC,-60258,-54950,-5308,5,0
1719,STATIC,-55190,-49882,-5308,5,0
1720,STATIC,-60259,-54951,-5308,5,0
1721,STATIC,-64764,-59456,-5308,5,0
1722,STATIC,-65890,-60582,-5308,5,0
1723,STATIC,-62512,-57204,-5308,5,0
1724,STATIC,-63074,-57766,-5308,5,0
1725,STATIC,-69832,-64524,-5308,5,0
1726,STATIC,-74338,-69030,-5308,5,0
1727,STATIC,-63074,-57766,-5308,5,0
1728,STATIC,-63074,-57766,-5308,5,0
1729,STATIC,-67017,-61709,-5308,5,0
1730,STATIC,-65890,-60582,-5308,5,0
1731,STATIC,-64201,-58893,-5308,5,0
1732,STATIC,-64201,-58893,-5308,5,0
1733,STATIC,-70959,-65651,-5308,5,0
1734,STATIC,-68706,-63398,-5308,5,0
1735,STATIC,-72086,-66778,-5308,5,0
1736,STATIC,-67580,-62272,-5308,5,0
1737,STATIC,-74338,-69030,-5308,5,0
1738,STATIC,-78843,-73535,-5308,5,0
1739,STATIC,-77154,-71846,-5308,5,0
1740,STATIC,-77154,-71846,-5308,5,0
1741,STATIC,-77154,-71846,-5308,5,0
1742,STATIC,-71522,-66214,-5308,5,0
1743,STATIC,-72648,-67340,-5308,5,0
1744,STATIC,-75464,-70156,-5308,5,0
1745,STATIC,-65890,-60582,-5308,5,0
1746,STATIC,-65328,-60020,-5308,5,0
1747,STATIC,-63075,-57767,-5308,5,0
1748,STATIC,-67580,-62272,-5308,5,0
1749,STATIC,-69270,-63962,-5308,5,0
1750,STATIC,-71522,-66214,-5308,5,0
1751,STATIC,-72648,-67340,-5308,5,0
1752,STATIC,-72648,-67340,-5308,5,0
1753,STATIC,-64764,-59456,-5308,5,0
1754,STATIC,-63638,-58330,-5308,5,0
1755,STATIC,-66454,-61146,-5308,5,0
1756,STATIC,-70396,-65088,-5308,5,0
1757,STATIC,-74901,-69593,-5308,5,0
1758,STATIC,-73775,-68467,-5308,5,0
1759,STATIC,-71522,-66214,-5308,5,0
1760,STATIC,-69270,-63962,-5308,5,0
1761,STATIC,-69270,-63962,-5308,5,0
1762,STATIC,-79406,-74098,-5308,5,0
1763,STATIC,-75464,-70156,-5308,5,0
1764,STATIC,-68706,-63398,-5308,5,0
1765,STATIC,-63638,-58330,-5308,5,0
1766,STATIC,-73212,-67904,-5308,5,0
1767,STATIC,-69832,-64524,-5308,5,0
1768,STATIC,-60822,-55514,-5308,5,0
1769,STATIC,-54628,-49320,-5308,5,0
1770,STATIC,-55190,-49882,-5308,5,0
1771,STATIC,-59696,-54388,-5308,5,0
1772,STATIC,-61385,-56077,-5308,5,0
1773,STATIC,-61948,-56640,-5308,5,0
1774,STATIC,-54628,-49320,-5308,5,0
1775,STATIC,-57443,-52135,-5308,5,0
1776,STATIC,-59132,-53824,-5308,5,0
1777,STATIC,-58570,-53262,-5308,5,0
1778,STATIC,-57443,-52135,-5308,5,0
1779,STATIC,-60822,-55514,-5308,5,0
1780,STATIC,-65890,-60582,-5308,5,0
1781,STATIC,-60822,-55514,-5308,5,0
1782,STATIC,-59132,-53824,-5308,5,0
1783,STATIC,-60822,-55514,-5308,5,0
1784,STATIC,-55754,-50446,-5308,5,0
1785,STATIC,-60259,-54951,-5308,5,0
1786,STATIC,-57443,-52135,-5308,5,0
1787,STATIC,-58006,-52698,-5308,5,0
1788,STATIC,-67017,-61709,-5308,5,0
1789,STATIC,-68143,-62835,-5308,5,0
1790,STATIC,-65890,-60582,-5308,5,0
1791,STATIC,-69270,-63962,-5308,5,0
1792,STATIC,-72086,-66778,-5308,5,0
1793,STATIC,-70959,-65651,-5308,5,0
1794,STATIC,-75464,-70156,-5308,5,0
1795,STATIC,-67580,-62272,-5308,5,0
1796,STATIC,-65328,-60020,-5308,5,0
1797,STATIC,-64764,-59456,-5308,5,0
1798,STATIC,-58006,-52698,-5308,5,0
1799,STATIC,-64764,-59456,-5308,5,0
1800,STATIC,-67017,-61709,-5308,5,0
1801,STATIC,-69270,-63962,-5308,5,0
1802,STATIC,-73212,-67904,-5308,5,0
1803,STATIC,-70396,-65088,-5308,5,0
1804,STATIC,-78280,-72972,-5308,5,0
1805,STATIC,-77154,-71846,-5308,5,0
1806,STATIC,-71522,-66214,-5308,5,0
1807,STATIC,-74902,-69594,-5308,5,0
1808,STATIC,-76590,-71282,-5308,5,0
1809,STATIC,-76590,-71282,-5308,5,0
1810,STATIC,-79970,-74662,-5308,5,0
1811,STATIC,-87291,-81983,-5308,5,0
1812,STATIC,-86164,-80856,-5308,5,0
1813,STATIC,-81659,-76351,-5308,5,0
1814,STATIC,-84475,-79167,-5308,5,0
1815,STATIC,-81659,-76351,-5308,5,0
1816,STATIC,-73775,-68467,-5308,5,0
1817,STATIC,-73212,-67904,-5308,5,0
1818,STATIC,-73212,-67904,-5308,5,0
1819,STATIC,-80532,-75224,-5308,5,0
1820,STATIC,-80533,-75225,-5308,5,0
1821,STATIC,-74338,-69030,-5308,5,0
1822,STATIC,-83912,-78604,-5308,5,0
1823,STATIC,-85602,-80294,-5308,5,0
1824,STATIC,-78844,-73536,-5308,5,0
1825,STATIC,-76028,-70720,-5308,5,0
1826,STATIC,-77717,-72409,-5308,5,0
1827,STATIC,-73212,-67904,-5308,5,0
1828,STATIC,-76590,-71282,-5308,5,0
1829,STATIC,-79406,-74098,-5308,5,0
1830,STATIC,-72648,-67340,-5308,5,0
1831,STATIC,-70959,-65651,-5308,5,0
1832,STATIC,-73212,-67904,-5308,5,0
1833,STATIC,-76028,-70720,-5308,5,0
1834,STATIC,-74901,-69593,-5308,5,0
1835,STATIC,-77717,-72409,-5308,5,0
1836,STATIC,-69832,-64524,-5308,5,0
1837,STATIC,-69270,-63962,-5308,5,0
1838,STATIC,-72085,-66777,-5308,5,0
1839,STATIC,-75464,-70156,-5308,5,0
1840,STATIC,-76028,-70720,-5308,5,0
1841,STATIC,-78843,-73535,-5308,5,0
1842,STATIC,-78280,-72972,-5308,5,0
1843,STATIC,-71522,-66214,-5308,5,0
1844,STATIC,-73775,-68467,-5308,5,0
1845,STATIC,-66454,-61146,-5308,5,0
1846,STATIC,-63638,-58330,-5308,5,0
1847,STATIC,-67017,-61709,-5308,5,0
1848,STATIC,-61948,-56640,-5308,5,0
1849,STATIC,-63075,-57767,-5308,5,0
1850,STATIC,-63074,-57766,-5308,5,0
1851,STATIC,-65890,-60582,-5308,5,0
1852,STATIC,-69832,-64524,-5308,5,0
1853,STATIC,-74338,-69030,-5308,5,0
1854,STATIC,-70396,-65088,-5308,5,0
1855,STATIC,-64764,-59456,-5308,5,0
1856,STATIC,-71522,-66214,-5308,5,0
1857,STATIC,-74338,-69030,-5308,5,0
1858,STATIC,-71522,-66214,-5308,5,0
1859,STATIC,-72085,-66777,-5308,5,0
1860,STATIC,-72085,-66777,-5308,5,0
1861,STATIC,-76591,-71283,-5308,5,0
1862,STATIC,-73775,-68467,-5308,5,0
1863,STATIC,-76028,-70720,-5308,5,0
1864,STATIC,-74338,-69030,-5308,5,0
1865,STATIC,-68143,-62835,-5308,5,0
1866,STATIC,-68144,-62836,-5308,5,0
1867,STATIC,-66454,-61146,-5308,5,0
1868,STATIC,-70396,-65088,-5308,5,0
1869,STATIC,-70959,-65651,-5308,5,0
1870,STATIC,-72648,-67340,-5308,5,0
1871,STATIC,-73775,-68467,-5308,5,0
1872,STATIC,-71522,-66214,-5308,5,0
1873,STATIC,-74901,-69593,-5308,5,0
1874,STATIC,-74338,-69030,-5308,5,0
1875,STATIC,-79970,-74662,-5308,5,0
1876,STATIC,-77154,-71846,-5308,5,0
1877,STATIC,-72648,-67340,-5308,5,0
1878,STATIC,-74902,-69594,-5308,5,0
1879,STATIC,-72086,-66778,-5308,5,0
1880,STATIC,-67580,-62272,-5308,5,0
1881,STATIC,-66454,-61146,-5308,5,0
1882,STATIC,-79970,-74662,-5308,5,0
1883,STATIC,-70396,-65088,-5308,5,0
1884,STATIC,-67016,-61708,-5308,5,0
1885,STATIC,-67580,-62272,-5308,5,0
1886,STATIC,-69833,-64525,-5308,5,0
1887,STATIC,-73212,-67904,-5308,5,0
1888,STATIC,-67580,-62272,-5308,5,0
1889,STATIC,-75464,-70156,-5308,5,0
1890,STATIC,-74338,-69030,-5308,5,0
1891,STATIC,-78280,-72972,-5308,5,0
1892,STATIC,-80532,-75224,-5308,5,0
1893,STATIC,-74338,-69030,-5308,5,0
1894,STATIC,-70959,-65651,-5308,5,0
1895,STATIC,-64201,-58893,-5308,5,0
1896,STATIC,-62512,-57204,-5308,5,0
1897,STATIC,-62512,-57204,-5308,5,0
1898,STATIC,-68706,-63398,-5308,5,0
1899,STATIC,-72085,-66777,-5308,5,0
1900,STATIC,-61948,-56640,-5308,5,0
1901,STATIC,-70959,-65651,-5308,5,0
1902,STATIC,-76028,-70720,-5308,5,0
1903,STATIC,-77717,-72409,-5308,5,0
1904,STATIC,-83348,-78040,-5308,5,0
1905,STATIC,-81096,-75788,-5308,5,0
1906,STATIC,-74901,-69593,-5308,5,0
1907,STATIC,-63638,-58330,-5308,5,0
1908,STATIC,-63074,-57766,-5308,5,0
1909,STATIC,-61385,-56077,-5308,5,0
1910,STATIC,-60822,-55514,-5308,5,0
1911,STATIC,-67580,-62272,-5308,5,0
1912,STATIC,-69270,-63962,-5308,5,0
1913,STATIC,-72648,-67340,-5308,5,0
1914,STATIC,-74902,-69594,-5308,5,0
1915,STATIC,-70959,-65651,-5308,5,0
1916,STATIC,-74902,-69594,-5308,5,0
1917,STATIC,-77717,-72409,-5308,5,0
1918,STATIC,-72648,-67340,-5308,5,0
1919,STATIC,-72086,-66778,-5308,5,0
1920,STATIC,-76590,-71282,-5308,5,0
1921,STATIC,-83348,-78040,-5308,5,0
1922,STATIC,-78844,-73536,-5308,5,0
1923,STATIC,-74901,-69593,-5308,5,0
1924,STATIC,-74901,-69593,-5308,5,0
1925,DOSING,-72648,-67340,-5308,1,0
1926,DOSING,-74901,-69593,-5308,1,0
1927,DOSING,179814178,179819486,-5308,1,0
1928,DOSING,415731058,415736366,-5308,1,0
1929,DOSING,477778554,477783862,-5308,1,0
1930,DOSING,494101388,494106696,-5308,1,0
1931,DOSING,498391032,498396340,-5308,1,0
1932,DOSING,499513424,499518732,-5308,1,0
1933,DOSING,499812466,499817774,-5308,1,0
1934,DOSING,499896940,499902248,-5308,1,0
1935,DOSING,499913836,499919144,-5308,1,0
1936,DOSING,499918341,499923649,-5308,1,0
1937,DOSING,499921156,499926464,-5308,1,0
1938,DOSING,499921157,499926465,-5308,1,0
1939,DOSING,499916088,499921396,-5308,1,0
1940,DOSING,499908767,499914075,-5308,1,0
1941,DOSING,499914962,499920270,-5308,1,0
1942,DOSING,499920594,499925902,-5308,1,0
1943,DOSING,499916088,499921396,-5308,1,0
1944,DOSING,499920594,499925902,-5308,1,0
1945,DOSING,499922283,499927591,-5308,1,0
1946,DOSING,499926225,499931533,-5308,1,0
1947,DOSING,499925099,499930407,-5308,1,0
1948,DOSING,499921156,499926464,-5308,1,0
1949,DOSING,499923409,499928717,-5308,1,0
1950,DOSING,499922283,499927591,-5308,1,0
1951,DOSING,499918340,499923648,-5308,1,0
1952,DOSING,499919467,499924775,-5308,1,0
1953,DOSING,499922283,499927591,-5308,1,0
1954,DOSING,499918904,499924212,-5308,1,0
1955,DOSING,499924536,499929844,-5308,1,0
1956,DOSING,499925099,499930407,-5308,1,0
1957,DOSING,499926788,499932096,-5308,1,0
1958,DOSING,499922283,499927591,-5308,1,0
1959,DOSING,499929604,499934912,-5308,1,0
1960,DOSING,499927352,499932660,-5308,1,0
1961,DOSING,499924536,499929844,-5308,1,0
1962,DOSING,499921156,499926464,-5308,1,0
1963,DOSING,499920030,499925338,-5308,1,0
1964,DOSING,499920030,499925338,-5308,1,0
1965,DOSING,499929604,499934912,-5308,1,0
1966,DOSING,499935236,499940544,-5308,1,0
1967,DOSING,499930730,499936038,-5308,1,0
1968,DOSING,499929604,499934912,-5308,1,0
1969,DOSING,499927352,499932660,-5308,1,0
1970,DOSING,499930167,499935475,-5308,1,0
1971,DOSING,499927352,499932660,-5308,1,0
1972,DOSING,499931294,499936602,-5308,1,0
1973,DOSING,499931294,499936602,-5308,1,0
1974,DOSING,499934672,499939980,-5308,1,0
1975,DOSING,499939178,499944486,-5308,1,0
1976,DOSING,499941994,499947302,-5308,1,0
1977,DOSING,499948189,499953497,-5308,1,0
1978,DOSING,499948752,499954060,-5308,1,0
1979,DOSING,499943120,499948428,-5308,1,0
1980,DOSING,499943684,499948992,-5308,1,0
1981,DOSING,499942557,499947865,-5308,1,0
1982,DOSING,499945372,499950680,-5308,1,0
1983,DOSING,499943120,499948428,-5308,1,0
1984,DOSING,499945373,499950681,-5308,1,0
1985,DOSING,499949315,499954623,-5308,1,0
1986,DOSING,499952694,499958002,-5308,1,0
1987,STATIC,499954384,499959692,-5308,2,0
1988,STATIC,499951568,499956876,-5308,2,0
1989,STATIC,499950441,499955749,-5308,2,0
1990,STATIC,499954384,499959692,-5308,2,0
1991,STATIC,499952130,499957438,-5308,2,0
1992,STATIC,499951568,499956876,-5308,2,0
1993,STATIC,499943683,499948991,-5308,2,0
1994,STATIC,499944810,499950118,-5308,2,0
1995,STATIC,499942557,499947865,-5308,2,0
1996,STATIC,499939741,499945049,-5308,2,0
1997,STATIC,499936926,499942234,-5308,2,0
1998,STATIC,499944810,499950118,-5308,2,0
1999,STATIC,499949878,499955186,-5308,2,0
2000,STATIC,499958326,499963634,-5308,2,0
2001,STATIC,499965084,499970392,-5308,2,0
2002,STATIC,499956073,499961381,-5308,3,0
2003,STATIC,499939178,499944486,-5308,3,0
2004,STATIC,499948752,499954060,-5308,3,0
2005,STATIC,499945936,499951244,-5308,3,0
2006,STATIC,499949315,499954623,-5308,3,0
2007,STATIC,499952694,499958002,-5308,3,0
2008,STATIC,499957200,499962508,-5308,3,0
2009,STATIC,499963394,499968702,-5308,3,0
2010,STATIC,499965647,499970955,-5308,3,0
2011,STATIC,499961704,499967012,-5308,3,0
2012,STATIC,499956073,499961381,-5308,3,0
2013,STATIC,499958888,499964196,-5308,3,0
2014,STATIC,499963394,499968702,-5308,3,0
2015,STATIC,499961142,499966450,-5308,3,0
2016,STATIC,499967900,499973208,-5308,3,0
2017,STATIC,499965647,499970955,-5308,3,0
2018,STATIC,499970152,499975460,-5308,3,0
2019,STATIC,499963958,499969266,-5308,3,0
2020,STATIC,499960578,499965886,-5308,3,0
2021,STATIC,499971278,499976586,-5308,3,0
2022,STATIC,499968462,499973770,-5308,3,0
2023,STATIC,499965647,499970955,-5308,3,0
2024,STATIC,499965647,499970955,-5308,3,0
2025,STATIC,499961142,499966450,-5308,3,0
2026,STATIC,499951568,499956876,-5308,3,0
2027,STATIC,499948188,499953496,-5308,3,0
2028,STATIC,499954946,499960254,-5308,3,0
2029,STATIC,499959452,499964760,-5308,3,0
2030,STATIC,499961705,499967013,-5308,3,0
2031,STATIC,499960016,499965324,-5308,3,0
2032,STATIC,499961705,499967013,-5308,3,0
2033,STATIC,499969589,499974897,-5308,3,0
2034,STATIC,499963394,499968702,-5308,3,0
2035,STATIC,499960578,499965886,-5308,3,0
2036,STATIC,499966210,499971518,-5308,3,0
2037,STATIC,499959452,499964760,-5308,3,0
2038,STATIC,499962831,499968139,-5308,3,0
2039,STATIC,499963394,499968702,-5308,3,0
2040,STATIC,499969589,499974897,-5308,3,0
2041,STATIC,499969589,499974897,-5308,3,0
2042,STATIC,499969026,499974334,-5308,3,0
2043,STATIC,499969589,499974897,-5308,3,0
