utc,transaction_id,address,quantity,ok,latency_ms,error
2026-09-12T08:14:39Z,1,32,2,1,14.017,
2026-09-12T08:14:39Z,2,0,32,1,67.061,
2026-09-12T08:14:40Z,3,0,32,1,805.964,
2026-09-12T08:14:41Z,4,0,32,0,1000.218,timeout
