utc,uptime_ms,sample_sequence,firmware,map,application,mode,state,limited,reason,offset_ug,reference_ug,reference_error_ug,uncompensated_gross_ug,corrected_gross_ug,net_mass_ug,gross_mass_ug,display_count,display_decimals,desired_display_count,display_condition_state,display_locked,display_mass_ug,display_anchor_ug,release_threshold_ug,display_candidate_elapsed_ms,display_release_reason,stable,fault_mask,overrun_count,dirty,revision,saved_revision,save_request_count_low
2026-09-20T13:39:30.743Z,14295976,142735,0x0513,0x0104,1,2,5,0,1,172123,-126008,39178,74338,-97785,-96659,-96659,-4,2,-10,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:31.747Z,14296977,142745,0x0513,0x0104,1,2,5,0,1,172156,-126008,39178,81096,-91060,-91060,-91060,-4,2,-9,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:32.740Z,14297979,142755,0x0513,0x0104,1,2,5,0,1,172188,-126008,39178,83349,-88839,-88839,-88839,-4,2,-9,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:33.743Z,14298981,142765,0x0513,0x0104,1,2,5,0,1,172221,-126008,39178,82222,-89999,-88872,-88872,-4,2,-9,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:34.753Z,14299982,142775,0x0513,0x0104,1,2,5,0,1,172253,-126008,39178,77717,-94536,-94536,-94536,-4,2,-9,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:35.744Z,14300984,142785,0x0513,0x0104,1,2,5,0,1,172286,-126008,39178,87854,-84432,-84432,-84432,-4,2,-8,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:36.752Z,14301986,142795,0x0513,0x0104,1,2,5,0,1,172318,-126008,39178,84475,-87843,-86717,-86717,-4,2,-9,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:37.742Z,14302987,142805,0x0513,0x0104,1,2,5,0,1,172350,-126008,39178,70959,-101391,-100265,-100265,-4,2,-10,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:38.752Z,14303989,142815,0x0513,0x0104,1,2,5,0,1,172383,-126008,39178,74338,-98045,-99171,-99171,-4,2,-10,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:39.744Z,14304991,142825,0x0513,0x0104,1,2,5,0,1,172415,-126008,39178,90107,-82308,-84561,-84561,-4,2,-8,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:40.752Z,14305993,142835,0x0513,0x0104,1,2,5,0,1,172448,-126008,39178,88980,-83468,-83468,-83468,-4,2,-8,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:41.743Z,14306994,142845,0x0513,0x0104,1,2,5,0,1,172480,-126008,39178,91233,-81247,-80121,-80121,-4,2,-8,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:42.747Z,14307996,142855,0x0513,0x0104,1,2,5,0,1,172512,-126008,39178,82222,-90290,-89163,-89163,-4,2,-9,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
2026-09-20T13:39:43.742Z,14309045,142865,0x0513,0x0104,1,2,5,0,1,172545,-126008,39178,81096,-91449,-91416,-91416,-4,2,-9,2,1,-43968,-43968,80000,1001,2,1,0,0,0,8,8,0
