communication_state,crc_valid,exception,failure_stage,function,request_number,response_time_complete_ms,response_time_first_byte_ms,rx_hex,sample_sequence,status_flags,storage_state,timestamp,tx_hex
not mapped,True,,,3,651,44.5182,39.9688,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5176ffff51768e9f,1102,196608,0,1784918590.993688,0103000000204412
not mapped,True,,,3,652,44.5538,39.9969,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4dcfffff4dcfd86a,1103,196608,0,1784918591.105749,0103000000204412
not mapped,True,,,3,653,44.0264,40.048,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e2affff4e2a54f4,1104,196608,0,1784918591.218407,0103000000204412
not mapped,True,,,3,654,44.5034,40.1037,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5129ffff51295aaa,1105,196608,0,1784918591.3294394,0103000000204412
not mapped,True,,,3,655,43.9649,39.5759,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51c2ffff51c23ef2,1106,196608,0,1784918591.442462,0103000000204412
not mapped,True,,,3,656,44.5472,39.9926,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52fbffff52fb6226,1108,196608,0,1784918591.5574882,0103000000204412
not mapped,True,,,3,657,44.5551,40.1626,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5769ffff57695953,1109,196608,0,1784918591.6733205,0103000000204412
not mapped,True,,,3,658,44.5426,40.0021,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5641ffff5641390a,1110,196608,0,1784918591.7853506,0103000000204412
not mapped,True,,,3,659,44.1404,39.5834,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5203ffff5203c270,1111,196608,0,1784918591.8993793,0103000000204412
not mapped,True,,,3,660,44.0264,40.0461,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51ffffff51ff92e6,1112,196608,0,1784918592.0144675,0103000000204412
not mapped,True,,,3,661,44.5528,39.5754,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5155ffff51550a81,1113,196608,0,1784918592.1266332,0103000000204412
not mapped,True,,,3,662,44.1838,39.5805,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5068ffff5068a6d4,1114,196608,0,1784918592.2401297,0103000000204412
not mapped,True,,,3,663,44.56,40.1534,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5066ffff50664ed1,1116,196608,0,1784918592.3551676,0103000000204412
not mapped,True,,,3,664,44.1376,40.1579,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f1dffff4f1de0a7,1117,196608,0,1784918592.46819,0103000000204412
not mapped,True,,,3,665,44.5552,40.0148,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f4dffff4f4d2097,1118,196608,0,1784918592.5817258,0103000000204412
not mapped,True,,,3,666,44.0417,40.067,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e49ffff4e49d0d5,1119,196608,0,1784918592.6964417,0103000000204412
not mapped,True,,,3,667,43.9604,39.5659,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fb7ffff4fb778c0,1120,196608,0,1784918592.8104808,0103000000204412
not mapped,True,,,3,668,44.3832,39.9877,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff505fffff505f12c6,1121,196608,0,1784918592.9245079,0103000000204412
not mapped,True,,,3,669,44.1179,39.5595,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5550ffff555005c6,1123,196608,0,1784918593.0370388,0103000000204412
not mapped,True,,,3,670,44.1356,40.1546,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff554bffff554b21cf,1124,196608,0,1784918593.150173,0103000000204412
not mapped,True,,,3,671,45.1366,41.1685,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52c5ffff52c5ca33,1125,196608,0,1784918593.2632208,0103000000204412
not mapped,True,,,3,672,44.5526,39.9993,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5007ffff500732f1,1126,196608,0,1784918593.377789,0103000000204412
not mapped,True,,,3,673,43.9648,39.9838,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52c8ffff52c82637,1127,196608,0,1784918593.4914954,0103000000204412
not mapped,True,,,3,674,44.1232,39.5732,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff535bffff535be206,1128,196608,0,1784918593.605026,0103000000204412
not mapped,True,,,3,675,44.5624,40.1802,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f66ffff4f66448e,1130,196608,0,1784918593.7190886,0103000000204412
not mapped,True,,,3,676,44.1264,40.1617,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fc0ffff4fc0cced,1131,196608,0,1784918593.834162,0103000000204412
not mapped,True,,,3,677,44.5507,40.1551,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5335ffff53358a23,1132,196608,0,1784918593.9471986,0103000000204412
not mapped,True,,,3,678,44.1128,39.5681,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff520dffff520d2a75,1133,196608,0,1784918594.0607204,0103000000204412
not mapped,True,,,3,679,43.9861,39.6004,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff53bdffff53bd6a5a,1134,196608,0,1784918594.174337,0103000000204412
not mapped,True,,,3,680,44.1446,39.5929,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5323ffff5323422e,1135,196608,0,1784918594.2879097,0103000000204412
not mapped,True,,,3,681,43.9923,39.59,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5187ffff518732ce,1136,196608,0,1784918594.4009295,0103000000204412
not mapped,True,,,3,682,44.1313,40.1726,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51b1ffff51b17adc,1138,196608,0,1784918594.514996,0103000000204412
not mapped,True,,,3,683,44.4032,39.8923,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff53f8ffff53f86666,1139,196608,0,1784918594.6291664,0103000000204412
not mapped,True,,,3,684,45.466,41.0757,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5385ffff5385ca4d,1140,196608,0,1784918594.7432306,0103000000204412
not mapped,True,,,3,685,44.5536,40.0131,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff528bffff528b2209,1141,196608,0,1784918594.8582797,0103000000204412
not mapped,True,,,3,686,44.5309,39.9748,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f7dffff4f7d6087,1142,196608,0,1784918594.973367,0103000000204412
not mapped,True,,,3,687,44.554,39.5767,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e54ffff4e54fcde,1143,196608,0,1784918595.0873988,0103000000204412
not mapped,True,,,3,688,45.1477,40.5933,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4f70ffff4f708c83,1145,196608,0,1784918595.2031863,0103000000204412
not mapped,True,,,3,689,44.6189,40.0145,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4e4fffff4e4fd8d7,1146,196608,0,1784918595.3172505,0103000000204412
not mapped,True,,,3,690,44.1431,40.1855,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4d56ffff4d56041c,1147,196608,0,1784918595.4307754,0103000000204412
not mapped,True,,,3,691,44.5469,39.5695,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fecffff4fec5cf6,1148,196608,0,1784918595.5455332,0103000000204412
not mapped,True,,,3,692,44.1504,39.5913,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4effffff4eff98b9,1149,196608,0,1784918595.6581285,0103000000204412
not mapped,True,,,3,693,44.3815,40.0162,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5085ffff5085ca8e,1150,196608,0,1784918595.7712193,0103000000204412
not mapped,True,,,3,694,44.08,39.5251,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51c9ffff51c9daf4,1152,196608,0,1784918595.8837569,0103000000204412
not mapped,True,,,3,695,45.133,40.5753,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff546dffff546da993,1153,196608,0,1784918595.9972942,0103000000204412
not mapped,True,,,3,696,44.3826,39.9879,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5471ffff54717998,1154,196608,0,1784918596.1114087,0103000000204412
not mapped,True,,,3,697,44.553,39.9958,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5483ffff5483c1c8,1155,196608,0,1784918596.2237194,0103000000204412
not mapped,True,,,3,698,43.9832,39.579,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff542dffff542da9ac,1156,196608,0,1784918596.336811,0103000000204412
not mapped,True,,,3,699,44.1347,39.5854,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff538dffff538d2a4a,1157,196608,0,1784918596.4498332,0103000000204412
not mapped,True,,,3,700,43.9496,39.5493,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff524fffff524fd24b,1158,196608,0,1784918596.5644522,0103000000204412
not mapped,True,,,3,701,44.558,40.0046,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5400ffff5400c5b7,1160,196608,0,1784918596.6765394,0103000000204412
not mapped,True,,,3,702,44.5459,39.9995,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5374ffff5374761c,1161,196608,0,1784918596.7893274,0103000000204412
not mapped,True,,,3,703,44.1337,40.1588,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff548bffff548b21cf,1162,196608,0,1784918596.9038823,0103000000204412
not mapped,True,,,3,704,45.1295,40.1551,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5490ffff549005c6,1163,196608,0,1784918597.0169606,0103000000204412
not mapped,True,,,3,705,44.1329,39.576,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff546affff546a5d91,1164,196608,0,1784918597.1311262,0103000000204412
not mapped,True,,,3,706,44.9762,40.5787,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff547affff547a9d9e,1165,196608,0,1784918597.2437131,0103000000204412
not mapped,True,,,3,707,44.133,39.5764,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5314ffff5314f63c,1167,196608,0,1784918597.3577502,0103000000204412
not mapped,True,,,3,708,44.144,40.1567,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff53d5ffff53d50a7d,1168,196608,0,1784918597.4707685,0103000000204412
not mapped,True,,,3,709,44.554,39.9949,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5351ffff5351fa00,1169,196608,0,1784918597.5834944,0103000000204412
not mapped,True,,,3,710,44.5518,40.0015,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff560dffff560d2931,1170,196608,0,1784918597.6975672,0103000000204412
not mapped,True,,,3,711,43.9743,39.5739,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff562cffff562c552e,1171,196608,0,1784918597.809622,0103000000204412
not mapped,True,,,3,712,45.034,40.0537,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff529affff529a1e06,1172,196608,0,1784918597.923244,0103000000204412
not mapped,True,,,3,713,44.1362,39.5763,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5054ffff5054f6c0,1173,196608,0,1784918598.037772,0103000000204412
not mapped,True,,,3,714,44.4549,40.0995,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5282ffff52823e0e,1175,196608,0,1784918598.1503396,0103000000204412
not mapped,True,,,3,715,44.5503,40.1544,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff53b4ffff53b4765d,1176,196608,0,1784918598.263875,0103000000204412
not mapped,True,,,3,716,45.1303,40.5765,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff561dffff561de93e,1177,196608,0,1784918598.376917,0103000000204412
not mapped,True,,,3,717,44.5581,39.5831,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff564bffff564b210c,1178,196608,0,1784918598.4914331,0103000000204412
not mapped,True,,,3,718,44.1183,39.5665,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5327ffff5327b22d,1179,196608,0,1784918598.6049948,0103000000204412
not mapped,True,,,3,719,44.082,39.5404,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5304ffff53043633,1180,196608,0,1784918598.718048,0103000000204412
not mapped,True,,,3,720,43.9947,39.6038,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff551fffff551f11fc,1182,196608,0,1784918598.8295686,0103000000204412
not mapped,True,,,3,721,44.5558,40.0114,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5583ffff5583c189,1183,196608,0,1784918598.9433203,0103000000204412
not mapped,True,,,3,722,44.1247,40.1566,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff544affff544add8e,1184,196608,0,1784918599.0579462,0103000000204412
not mapped,True,,,3,723,44.5537,39.9951,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff56d4ffff56d4f578,1185,196608,0,1784918599.1735854,0103000000204412
not mapped,True,,,3,724,43.9765,39.5754,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff585bffff585be44d,1186,196608,0,1784918599.287623,0103000000204412
not mapped,True,,,3,725,44.5535,39.5768,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff53ddffff53ddea7a,1187,196608,0,1784918599.3996737,0103000000204412
not mapped,True,,,3,726,44.1354,39.5755,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff539affff539a1e47,1189,196608,0,1784918599.5137274,0103000000204412
not mapped,True,,,3,727,44.5517,40.153,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff558dffff558d298c,1190,196608,0,1784918599.6259255,0103000000204412
not mapped,True,,,3,728,44.5453,40.0169,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff569dffff569de940,1191,196608,0,1784918599.7394822,0103000000204412
not mapped,True,,,3,729,44.561,40.0039,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff576bffff576ba152,1192,196608,0,1784918599.8527093,0103000000204412
not mapped,True,,,3,730,43.9886,39.5829,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5570ffff557085d9,1193,196608,0,1784918599.966734,0103000000204412
not mapped,True,,,3,731,44.1329,39.5878,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff540affff540addb1,1194,196608,0,1784918600.0799851,0103000000204412
not mapped,True,,,3,732,43.9993,39.573,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5724ffff5724b568,1195,196608,0,1784918600.1945546,0103000000204412
not mapped,True,,,3,733,44.4267,40.03,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff57a5ffff57a54916,1197,196608,0,1784918600.307247,0103000000204412
not mapped,True,,,3,734,44.4487,40.0562,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff56e7ffff56e7b169,1198,196608,0,1784918600.4202678,0103000000204412
not mapped,True,,,3,735,44.1428,40.1618,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff58e0ffff58e04025,1199,196608,0,1784918600.5357854,0103000000204412
not mapped,True,,,3,736,44.5513,40.1584,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff565fffff565f1100,1200,196608,0,1784918600.6478198,0103000000204412
not mapped,True,,,3,737,44.5482,40.1567,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5680ffff5680c54b,1201,196608,0,1784918600.7618868,0103000000204412
not mapped,True,,,3,738,44.1343,39.5722,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5534ffff553475e5,1202,196608,0,1784918600.8749032,0103000000204412
not mapped,True,,,3,739,44.5557,40.1603,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff55e9ffff55e959af,1204,196608,0,1784918600.9879293,0103000000204412
not mapped,True,,,3,740,44.1259,40.0106,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff55f0ffff55f085a7,1205,196608,0,1784918601.1009495,0103000000204412
not mapped,True,,,3,741,44.1383,40.1577,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff54ccffff54ccd5f2,1206,196608,0,1784918601.2150817,0103000000204412
not mapped,True,,,3,742,43.9898,39.5879,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52fcffff52fc9624,1207,196608,0,1784918601.329107,0103000000204412
not mapped,True,,,3,743,44.1391,39.5749,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5145ffff5145ca8e,1208,196608,0,1784918601.440955,0103000000204412
not mapped,True,,,3,744,43.9699,39.5739,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff4fc9ffff4fc9d0ea,1209,196608,0,1784918601.554533,0103000000204412
not mapped,True,,,3,745,44.1373,40.1575,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5105ffff5105cab1,1210,196608,0,1784918601.666698,0103000000204412
not mapped,True,,,3,746,45.1313,40.1697,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff535bffff535be206,1212,196608,0,1784918601.7788024,0103000000204412
not mapped,True,,,3,747,44.5556,39.9996,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff52d5ffff52d50a3c,1213,196608,0,1784918601.8923187,0103000000204412
not mapped,True,,,3,748,44.556,39.997,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51f4ffff51f476e0,1214,196608,0,1784918602.0063453,0103000000204412
not mapped,True,,,3,749,44.1315,39.5776,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff55daffff55da1dbe,1215,196608,0,1784918602.120945,0103000000204412
not mapped,True,,,3,750,43.9737,39.5738,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff58b4ffff58b47016,1216,196608,0,1784918602.2334037,0103000000204412
not mapped,True,,,3,751,44.1264,39.5797,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff57d9ffff57d9193d,1217,196608,0,1784918602.3459225,0103000000204412
not mapped,True,,,3,752,44.5025,40.1077,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5746ffff5746cd49,1219,196608,0,1784918602.4579432,0103000000204412
not mapped,True,,,3,753,44.1258,40.155,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5639ffff56399922,1220,196608,0,1784918602.571488,0103000000204412
not mapped,True,,,3,754,44.5322,39.9933,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff54c9ffff54c9d9f1,1221,196608,0,1784918602.685045,0103000000204412
not mapped,True,,,3,755,45.1351,40.5745,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff567cffff567c951e,1222,196608,0,1784918602.7979987,0103000000204412
not mapped,True,,,3,756,43.9829,39.5895,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff57dbffff57dbe13c,1223,196608,0,1784918602.9135926,0103000000204412
not mapped,True,,,3,757,44.1391,39.5958,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5829ffff58295c63,1224,196608,0,1784918603.0257902,0103000000204412
not mapped,True,,,3,758,44.5598,39.592,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff56e6ffff56e64d69,1225,196608,0,1784918603.1403253,0103000000204412
not mapped,True,,,3,759,44.5555,40.1666,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff54fcffff54fc95e2,1227,196608,0,1784918603.2549558,0103000000204412
not mapped,True,,,3,760,44.4111,40.0052,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5408ffff540825b0,1228,196608,0,1784918603.3684826,0103000000204412
not mapped,True,,,3,761,44.5647,40.1706,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5377ffff5377721d,1229,196608,0,1784918603.4810011,0103000000204412
not mapped,True,,,3,762,44.1283,39.5827,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff53ebffff53eba268,1230,196608,0,1784918603.5955524,0103000000204412
not mapped,True,,,3,763,44.5524,40.1648,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff540effff540e2db2,1231,196608,0,1784918603.7076695,0103000000204412
not mapped,True,,,3,764,44.1352,39.5758,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff531affff531a1e39,1232,196608,0,1784918603.823694,0103000000204412
not mapped,True,,,3,765,44.4834,40.1091,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5373ffff5373821e,1234,196608,0,1784918603.9377308,0103000000204412
not mapped,True,,,3,766,44.5625,39.9966,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff54dcffff54dc15fd,1235,196608,0,1784918604.051253,0103000000204412
not mapped,True,,,3,767,44.5477,40.0047,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5364ffff5364b613,1236,196608,0,1784918604.1648455,0103000000204412
not mapped,True,,,3,768,44.5532,39.9977,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5049ffff5049dacb,1237,196608,0,1784918604.277387,0103000000204412
not mapped,True,,,3,769,44.5537,39.5778,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5139ffff51399aa5,1238,196608,0,1784918604.3900774,0103000000204412
not mapped,True,,,3,770,44.0958,39.5357,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff517affff517a9e9b,1239,196608,0,1784918604.5040984,0103000000204412
not mapped,True,,,3,771,44.3876,39.9891,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5227ffff5227b26c,1240,196608,0,1784918604.6171346,0103000000204412
not mapped,True,,,3,772,44.5591,40.0244,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5397ffff5397f243,1242,196608,0,1784918604.7312393,0103000000204412
not mapped,True,,,3,773,44.5541,40.1557,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff51e5ffff51e54aef,1243,196608,0,1784918604.8469527,0103000000204412
not mapped,True,,,3,774,44.5447,40.1489,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5452ffff5452fd86,1244,196608,0,1784918604.9594812,0103000000204412
not mapped,True,,,3,775,43.9817,39.5818,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5566ffff55664dd4,1245,196608,0,1784918605.0735,0103000000204412
not mapped,True,,,3,776,44.1472,40.1538,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff567cffff567c951e,1246,196608,0,1784918605.1876607,0103000000204412
not mapped,True,,,3,777,43.9767,39.5842,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5560ffff556045d6,1247,196608,0,1784918605.3003688,0103000000204412
not mapped,True,,,3,778,44.0922,39.5463,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff55e0ffff55e045a8,1249,196608,0,1784918605.4138904,0103000000204412
not mapped,True,,,3,779,44.553,39.9953,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff54edffff54eda9ed,1250,196608,0,1784918605.5251958,0103000000204412
not mapped,True,,,3,780,44.5536,39.9956,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff547dffff547d699c,1251,196608,0,1784918605.6392808,0103000000204412
not mapped,True,,,3,781,44.5624,40.0086,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5273ffff5273825f,1252,196608,0,1784918605.7543814,0103000000204412
not mapped,True,,,3,782,44.0793,39.5259,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff53eeffff53eeae6b,1253,196608,0,1784918605.8720076,0103000000204412
not mapped,True,,,3,783,44.129,39.5741,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5463ffff54634196,1254,196608,0,1784918605.9835658,0103000000204412
not mapped,True,,,3,784,44.5529,40.1562,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5418ffff5418e5bf,1256,196608,0,1784918606.0975926,0103000000204412
not mapped,True,,,3,785,44.5616,40.1566,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50e7ffff50e7b2af,1257,196608,0,1784918606.2107277,0103000000204412
not mapped,True,,,3,786,44.5591,40.0093,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50d2ffff50d2febc,1258,196608,0,1784918606.3251395,0103000000204412
not mapped,True,,,3,787,44.1378,39.581,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff50e9ffff50e95aaa,1259,196608,0,1784918606.4399834,0103000000204412
not mapped,True,,,3,788,44.5561,40.1578,010340000000000003000000030000000000000000000000000000000100000100050a000000000000000000000000000000000000000000000000ffff5188ffff518826cb,1260,196608,0,1784918606.552576,0103000000204412
