host_time_iso,host_monotonic_s,elapsed_s,test_id,mode,load_g,sample_sequence,device_timestamp_ms,raw_count,filtered_raw_count,adc_state,fifo_count,overrun_count,lost_samples,config_register,word_order,excluded,counts_per_g,sensor_capacity_g,sensor_sensitivity_mv_v,excitation_v,notes
2026-08-05T13:52:00.491838+08:00,1288739.328000000,200.860000,E_sensor_500g,channel_a,500.0,26573,2609034,-485931,-485931,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:00.588359+08:00,1288739.421000000,200.953000,E_sensor_500g,channel_a,500.0,26574,2609132,-485946,-485946,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:00.686462+08:00,1288739.515000000,201.047000,E_sensor_500g,channel_a,500.0,26575,2609229,-485944,-485944,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:00.784996+08:00,1288739.625000000,201.157000,E_sensor_500g,channel_a,500.0,26576,2609327,-485933,-485933,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:00.883826+08:00,1288739.718000000,201.250000,E_sensor_500g,channel_a,500.0,26577,2609426,-485939,-485939,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:00.981383+08:00,1288739.812000000,201.344000,E_sensor_500g,channel_a,500.0,26578,2609524,-485928,-485928,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.079112+08:00,1288739.921000000,201.453000,E_sensor_500g,channel_a,500.0,26579,2609622,-485919,-485919,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.175637+08:00,1288740.015000000,201.547000,E_sensor_500g,channel_a,500.0,26580,2609719,-485923,-485923,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.274224+08:00,1288740.109000000,201.641000,E_sensor_500g,channel_a,500.0,26581,2609817,-485926,-485926,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.371575+08:00,1288740.203000000,201.735000,E_sensor_500g,channel_a,500.0,26582,2609914,-485937,-485937,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.470875+08:00,1288740.312000000,201.844000,E_sensor_500g,channel_a,500.0,26583,2610013,-485921,-485921,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.569919+08:00,1288740.406000000,201.938000,E_sensor_500g,channel_a,500.0,26584,2610112,-485908,-485908,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.668062+08:00,1288740.500000000,202.032000,E_sensor_500g,channel_a,500.0,26585,2610210,-485911,-485911,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.767106+08:00,1288740.609000000,202.141000,E_sensor_500g,channel_a,500.0,26586,2610309,-485892,-485892,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.866560+08:00,1288740.703000000,202.235000,E_sensor_500g,channel_a,500.0,26587,2610408,-485909,-485909,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:01.963103+08:00,1288740.796000000,202.328000,E_sensor_500g,channel_a,500.0,26588,2610507,-485911,-485911,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.061652+08:00,1288740.890000000,202.422000,E_sensor_500g,channel_a,500.0,26589,2610605,-485919,-485919,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.159456+08:00,1288741.000000000,202.532000,E_sensor_500g,channel_a,500.0,26590,2610702,-485926,-485926,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.258508+08:00,1288741.093000000,202.625000,E_sensor_500g,channel_a,500.0,26591,2610800,-485941,-485941,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.355662+08:00,1288741.187000000,202.719000,E_sensor_500g,channel_a,500.0,26592,2610899,-485955,-485955,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.452705+08:00,1288741.281000000,202.813000,E_sensor_500g,channel_a,500.0,26593,2610996,-485909,-485909,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.549248+08:00,1288741.390000000,202.922000,E_sensor_500g,channel_a,500.0,26594,2611093,-485933,-485933,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.647376+08:00,1288741.484000000,203.016000,E_sensor_500g,channel_a,500.0,26595,2611191,-485940,-485940,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.744961+08:00,1288741.578000000,203.110000,E_sensor_500g,channel_a,500.0,26596,2611288,-485909,-485909,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.842501+08:00,1288741.671000000,203.203000,E_sensor_500g,channel_a,500.0,26597,2611385,-485938,-485938,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:02.939913+08:00,1288741.781000000,203.313000,E_sensor_500g,channel_a,500.0,26598,2611483,-485928,-485928,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.038075+08:00,1288741.875000000,203.407000,E_sensor_500g,channel_a,500.0,26599,2611580,-485888,-485888,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.135337+08:00,1288741.968000000,203.500000,E_sensor_500g,channel_a,500.0,26600,2611678,-485905,-485905,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.232360+08:00,1288742.062000000,203.594000,E_sensor_500g,channel_a,500.0,26601,2611776,-485894,-485894,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.329702+08:00,1288742.171000000,203.703000,E_sensor_500g,channel_a,500.0,26602,2611873,-485895,-485895,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.428743+08:00,1288742.265000000,203.797000,E_sensor_500g,channel_a,500.0,26603,2611970,-485913,-485913,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.526767+08:00,1288742.359000000,203.891000,E_sensor_500g,channel_a,500.0,26604,2612069,-485920,-485920,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.623809+08:00,1288742.453000000,203.985000,E_sensor_500g,channel_a,500.0,26605,2612167,-485920,-485920,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.721135+08:00,1288742.562000000,204.094000,E_sensor_500g,channel_a,500.0,26606,2612264,-485912,-485912,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.818878+08:00,1288742.656000000,204.188000,E_sensor_500g,channel_a,500.0,26607,2612361,-485924,-485924,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:03.918703+08:00,1288742.750000000,204.282000,E_sensor_500g,channel_a,500.0,26608,2612459,-485942,-485942,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.018348+08:00,1288742.859000000,204.391000,E_sensor_500g,channel_a,500.0,26609,2612559,-485958,-485958,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.117469+08:00,1288742.953000000,204.485000,E_sensor_500g,channel_a,500.0,26610,2612659,-485938,-485938,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.214792+08:00,1288743.046000000,204.578000,E_sensor_500g,channel_a,500.0,26611,2612758,-485916,-485916,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.312123+08:00,1288743.140000000,204.672000,E_sensor_500g,channel_a,500.0,26612,2612855,-485901,-485901,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.410145+08:00,1288743.250000000,204.782000,E_sensor_500g,channel_a,500.0,26613,2612953,-485898,-485898,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.508846+08:00,1288743.343000000,204.875000,E_sensor_500g,channel_a,500.0,26614,2613050,-485911,-485911,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.606885+08:00,1288743.437000000,204.969000,E_sensor_500g,channel_a,500.0,26615,2613149,-485909,-485909,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.704478+08:00,1288743.546000000,205.078000,E_sensor_500g,channel_a,500.0,26616,2613248,-485908,-485908,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.801001+08:00,1288743.640000000,205.172000,E_sensor_500g,channel_a,500.0,26617,2613345,-485925,-485925,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.900062+08:00,1288743.734000000,205.266000,E_sensor_500g,channel_a,500.0,26618,2613443,-485917,-485917,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:04.997655+08:00,1288743.828000000,205.360000,E_sensor_500g,channel_a,500.0,26619,2613541,-485913,-485913,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.093572+08:00,1288743.921000000,205.453000,E_sensor_500g,channel_a,500.0,26620,2613638,-485935,-485935,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.190595+08:00,1288744.031000000,205.563000,E_sensor_500g,channel_a,500.0,26621,2613734,-485954,-485954,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.287119+08:00,1288744.125000000,205.657000,E_sensor_500g,channel_a,500.0,26622,2613831,-485957,-485957,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.386685+08:00,1288744.218000000,205.750000,E_sensor_500g,channel_a,500.0,26623,2613929,-485906,-485906,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.484037+08:00,1288744.312000000,205.844000,E_sensor_500g,channel_a,500.0,26624,2614027,-485933,-485933,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.581314+08:00,1288744.421000000,205.953000,E_sensor_500g,channel_a,500.0,26625,2614124,-485918,-485918,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.678438+08:00,1288744.515000000,206.047000,E_sensor_500g,channel_a,500.0,26626,2614222,-485911,-485911,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.776461+08:00,1288744.609000000,206.141000,E_sensor_500g,channel_a,500.0,26627,2614319,-485911,-485911,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.874545+08:00,1288744.703000000,206.235000,E_sensor_500g,channel_a,500.0,26628,2614417,-485918,-485918,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:05.971061+08:00,1288744.812000000,206.344000,E_sensor_500g,channel_a,500.0,26629,2614515,-485925,-485925,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.069410+08:00,1288744.906000000,206.438000,E_sensor_500g,channel_a,500.0,26630,2614611,-485914,-485914,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.167934+08:00,1288745.000000000,206.532000,E_sensor_500g,channel_a,500.0,26631,2614710,-485917,-485917,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.264959+08:00,1288745.093000000,206.625000,E_sensor_500g,channel_a,500.0,26632,2614808,-485929,-485929,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.362984+08:00,1288745.203000000,206.735000,E_sensor_500g,channel_a,500.0,26633,2614906,-485933,-485933,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.461004+08:00,1288745.296000000,206.828000,E_sensor_500g,channel_a,500.0,26634,2615004,-485947,-485947,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.558577+08:00,1288745.390000000,206.922000,E_sensor_500g,channel_a,500.0,26635,2615101,-485934,-485934,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.655706+08:00,1288745.484000000,207.016000,E_sensor_500g,channel_a,500.0,26636,2615199,-485906,-485906,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.754363+08:00,1288745.593000000,207.125000,E_sensor_500g,channel_a,500.0,26637,2615297,-485918,-485918,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.852489+08:00,1288745.687000000,207.219000,E_sensor_500g,channel_a,500.0,26638,2615396,-485920,-485920,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:06.955795+08:00,1288745.796000000,207.328000,E_sensor_500g,channel_a,500.0,26639,2615497,-485925,-485925,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.053385+08:00,1288745.890000000,207.422000,E_sensor_500g,channel_a,500.0,26640,2615596,-485924,-485924,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.152254+08:00,1288745.984000000,207.516000,E_sensor_500g,channel_a,500.0,26641,2615695,-485907,-485907,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.249275+08:00,1288746.078000000,207.610000,E_sensor_500g,channel_a,500.0,26642,2615793,-485925,-485925,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.348450+08:00,1288746.187000000,207.719000,E_sensor_500g,channel_a,500.0,26643,2615891,-485901,-485901,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.448471+08:00,1288746.281000000,207.813000,E_sensor_500g,channel_a,500.0,26644,2615990,-485940,-485940,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.548606+08:00,1288746.390000000,207.922000,E_sensor_500g,channel_a,500.0,26645,2616090,-485924,-485924,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.648088+08:00,1288746.484000000,208.016000,E_sensor_500g,channel_a,500.0,26646,2616191,-485924,-485924,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.746361+08:00,1288746.578000000,208.110000,E_sensor_500g,channel_a,500.0,26647,2616288,-485917,-485917,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.844382+08:00,1288746.671000000,208.203000,E_sensor_500g,channel_a,500.0,26648,2616388,-485930,-485930,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:07.942647+08:00,1288746.781000000,208.313000,E_sensor_500g,channel_a,500.0,26649,2616485,-485925,-485925,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:08.041194+08:00,1288746.875000000,208.407000,E_sensor_500g,channel_a,500.0,26650,2616585,-485898,-485898,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
2026-08-05T13:52:08.138506+08:00,1288746.968000000,208.500000,E_sensor_500g,channel_a,500.0,26651,2616682,-485890,-485890,4,0,0,5,12,high,false,,,,3.3,Real sensor with nominal 500 g fixed weight; first 60 s excluded for initial creep; weight class not recorded; sensor model/capacity/sensitivity/bridge resistance/environment temperature not recorded; display refresh on; normal Modbus polling
