host_time_iso,host_monotonic_s,elapsed_s,test_id,mode,load_g,sample_sequence,device_timestamp_ms,raw_count,filtered_raw_count,adc_state,fifo_count,overrun_count,lost_samples,config_register,word_order,excluded,counts_per_g,sensor_capacity_g,sensor_sensitivity_mv_v,excitation_v,notes
2026-08-05T14:25:45.605660+08:00,1290764.437000000,4.359000,F_sensor_zero_after_500g,channel_a,0.0,47206,4634263,-43376,-43376,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:45.704184+08:00,1290764.546000000,4.468000,F_sensor_zero_after_500g,channel_a,0.0,47207,4634361,-43356,-43356,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:45.801940+08:00,1290764.640000000,4.562000,F_sensor_zero_after_500g,channel_a,0.0,47208,4634459,-43364,-43364,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:45.900948+08:00,1290764.734000000,4.656000,F_sensor_zero_after_500g,channel_a,0.0,47209,4634558,-43394,-43394,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:45.998663+08:00,1290764.828000000,4.750000,F_sensor_zero_after_500g,channel_a,0.0,47210,4634657,-43395,-43395,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.096686+08:00,1290764.937000000,4.859000,F_sensor_zero_after_500g,channel_a,0.0,47211,4634754,-43349,-43349,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.195226+08:00,1290765.031000000,4.953000,F_sensor_zero_after_500g,channel_a,0.0,47212,4634852,-43358,-43358,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.293408+08:00,1290765.125000000,5.047000,F_sensor_zero_after_500g,channel_a,0.0,47213,4634950,-43350,-43350,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.392926+08:00,1290765.234000000,5.156000,F_sensor_zero_after_500g,channel_a,0.0,47214,4635048,-43376,-43376,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.489947+08:00,1290765.328000000,5.250000,F_sensor_zero_after_500g,channel_a,0.0,47215,4635148,-43383,-43383,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.586740+08:00,1290765.421000000,5.343000,F_sensor_zero_after_500g,channel_a,0.0,47216,4635245,-43375,-43375,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.685310+08:00,1290765.515000000,5.437000,F_sensor_zero_after_500g,channel_a,0.0,47217,4635343,-43363,-43363,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.782834+08:00,1290765.625000000,5.547000,F_sensor_zero_after_500g,channel_a,0.0,47218,4635441,-43367,-43367,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.880413+08:00,1290765.718000000,5.640000,F_sensor_zero_after_500g,channel_a,0.0,47219,4635539,-43374,-43374,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:46.976970+08:00,1290765.812000000,5.734000,F_sensor_zero_after_500g,channel_a,0.0,47220,4635636,-43364,-43364,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.075001+08:00,1290765.906000000,5.828000,F_sensor_zero_after_500g,channel_a,0.0,47221,4635734,-43378,-43378,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.172534+08:00,1290766.000000000,5.922000,F_sensor_zero_after_500g,channel_a,0.0,47222,4635831,-43358,-43358,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.270125+08:00,1290766.109000000,6.031000,F_sensor_zero_after_500g,channel_a,0.0,47223,4635928,-43347,-43347,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.368502+08:00,1290766.203000000,6.125000,F_sensor_zero_after_500g,channel_a,0.0,47224,4636026,-43368,-43368,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.466530+08:00,1290766.296000000,6.218000,F_sensor_zero_after_500g,channel_a,0.0,47225,4636124,-43358,-43358,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.566324+08:00,1290766.406000000,6.328000,F_sensor_zero_after_500g,channel_a,0.0,47226,4636224,-43370,-43370,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.666394+08:00,1290766.500000000,6.422000,F_sensor_zero_after_500g,channel_a,0.0,47227,4636324,-43360,-43360,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.764939+08:00,1290766.593000000,6.515000,F_sensor_zero_after_500g,channel_a,0.0,47228,4636424,-43350,-43350,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.863282+08:00,1290766.703000000,6.625000,F_sensor_zero_after_500g,channel_a,0.0,47229,4636520,-43343,-43343,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:47.960249+08:00,1290766.796000000,6.718000,F_sensor_zero_after_500g,channel_a,0.0,47230,4636619,-43347,-43347,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.058310+08:00,1290766.890000000,6.812000,F_sensor_zero_after_500g,channel_a,0.0,47231,4636716,-43361,-43361,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.154857+08:00,1290766.984000000,6.906000,F_sensor_zero_after_500g,channel_a,0.0,47232,4636814,-43352,-43352,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.254411+08:00,1290767.093000000,7.015000,F_sensor_zero_after_500g,channel_a,0.0,47233,4636911,-43355,-43355,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.353065+08:00,1290767.187000000,7.109000,F_sensor_zero_after_500g,channel_a,0.0,47234,4637010,-43357,-43357,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.451090+08:00,1290767.281000000,7.203000,F_sensor_zero_after_500g,channel_a,0.0,47235,4637109,-43382,-43382,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.548290+08:00,1290767.390000000,7.312000,F_sensor_zero_after_500g,channel_a,0.0,47236,4637207,-43409,-43409,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.645572+08:00,1290767.484000000,7.406000,F_sensor_zero_after_500g,channel_a,0.0,47237,4637304,-43377,-43377,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.743624+08:00,1290767.578000000,7.500000,F_sensor_zero_after_500g,channel_a,0.0,47238,4637402,-43354,-43354,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.841327+08:00,1290767.671000000,7.593000,F_sensor_zero_after_500g,channel_a,0.0,47239,4637501,-43373,-43373,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:48.941423+08:00,1290767.781000000,7.703000,F_sensor_zero_after_500g,channel_a,0.0,47240,4637599,-43384,-43384,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:49.038947+08:00,1290767.875000000,7.797000,F_sensor_zero_after_500g,channel_a,0.0,47241,4637697,-43361,-43361,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
2026-08-05T14:25:49.136236+08:00,1290767.968000000,7.890000,F_sensor_zero_after_500g,channel_a,0.0,47242,4637795,-43364,-43364,4,0,0,0,12,high,true,,,,3.3,Real sensor unloaded after nominal 500 g test; first 60 s excluded for unloading recovery; setup otherwise unchanged; sensor and environment details not recorded; display refresh on; normal Modbus polling
