alarm_active,checkweigh_stable,checkweigh_state,communication_state,crc_valid,display_locked,display_mass_ug,display_release_reason,exception,external_buzzer_active,filtered_raw,function,green_active,internal_buzzer_active,overload,raw_count,red_active,request_number,response_time_complete_ms,response_time_first_byte_ms,runtime_compensated_gross_ug,runtime_enabled,runtime_limited,runtime_offset_ug,runtime_sample_count,runtime_state,runtime_uncompensated_gross_ug,rx_hex,sample_sequence,stable,status_flags,storage_state,timestamp,tx_hex,yellow_active
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487911,3,,,False,-487921,,1778,55.8131,51.705,500067589,False,False,0,0,DISABLED,500067589,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce716b000000001dce716b0000000000000000fff88e0ffff88e197371,52750,True,31,0,1789157557.262926,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487904,3,,,False,-487894,,1779,54.6725,50.1394,500059703,False,False,0,0,DISABLED,500059703,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce529e000000001dce529e0000000000000000fff88e2afff88e20c816,52752,True,31,0,1789157557.527338,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487902,3,,,False,-487899,,1780,55.9082,51.4744,500058577,False,False,0,0,DISABLED,500058577,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce49d1000000001dce49d10000000000000000fff88e25fff88e226c23,52755,True,31,0,1789157557.7914147,0103000000204412,
False,True,0,not mapped,True,True,500076601,NOT_ALLOWED,,False,-487904,3,False,False,False,-487920,False,1781,53.6867,49.5823,500061956,False,False,0,0,DISABLED,500061956,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce529e000000001dce529e0000000000000000fff88e10fff88e201013,52758,True,31,0,1789157558.0578039,0103000000204412,False
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487906,3,,,False,-487905,,1782,53.895,49.4648,500061956,False,False,0,0,DISABLED,500061956,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5b6b000000001dce5b6b0000000000000000fff88e1ffff88e1e74a2,52760,True,31,0,1789157558.3396227,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487905,3,,,False,-487908,,1783,56.2053,51.3681,500061956,False,False,0,0,DISABLED,500061956,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5704000000001dce57040000000000000000fff88e1cfff88e1ffd07,52763,True,31,0,1789157558.6012442,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487905,3,,,False,-487908,,1784,54.0658,49.6445,500063083,False,False,0,0,DISABLED,500063083,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5704000000001dce57040000000000000000fff88e1cfff88e1ffd07,52766,True,31,0,1789157558.8633058,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487911,,1785,53.9123,49.4912,500065336,False,False,0,0,DISABLED,500065336,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e19fff88e1c566c,52768,True,31,0,1789157559.1234713,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487906,,1786,55.3716,50.9498,500065336,False,False,0,0,DISABLED,500065336,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e1efff88e1ce3ac,52771,True,31,0,1789157559.3850636,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487911,3,,,False,-487922,,1787,53.8945,49.4733,500069842,False,False,0,0,DISABLED,500069842,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce716b000000001dce716b0000000000000000fff88e0efff88e194eb1,52773,True,31,0,1789157559.6494465,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487911,3,,,False,-487908,,1788,55.0596,50.6334,500067589,False,False,0,0,DISABLED,500067589,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce716b000000001dce716b0000000000000000fff88e1cfff88e19f6b2,52776,True,31,0,1789157559.9114008,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487909,3,,,False,-487902,,1789,55.2199,50.7161,500065336,False,False,0,0,DISABLED,500065336,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce689e000000001dce689e0000000000000000fff88e22fff88e1b7fec,52779,True,31,0,1789157560.1757302,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487910,3,,,False,-487897,,1790,53.7427,49.6286,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6d05000000001dce6d050000000000000000fff88e27fff88e1aca40,52781,True,31,0,1789157560.4395108,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487901,,1791,55.3596,50.8435,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e23fff88e1c8e69,52784,True,31,0,1789157560.7024267,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487911,3,,,False,-487922,,1792,54.6522,50.1345,500069842,False,False,0,0,DISABLED,500069842,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce716b000000001dce716b0000000000000000fff88e0efff88e194eb1,52787,True,31,0,1789157560.965173,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487913,3,,,False,-487898,,1793,54.1186,50.137,500069842,False,False,0,0,DISABLED,500069842,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce7a38000000001dce7a380000000000000000fff88e26fff88e172d80,52789,True,31,0,1789157561.2272477,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487911,3,,,False,-487921,,1794,55.5339,51.0096,500069842,False,False,0,0,DISABLED,500069842,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce716b000000001dce716b0000000000000000fff88e0ffff88e197371,52792,True,31,0,1789157561.4904091,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487913,3,,,False,-487903,,1795,53.9688,49.5406,500069842,False,False,0,0,DISABLED,500069842,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce7a38000000001dce7a380000000000000000fff88e21fff88e179840,52794,True,31,0,1789157561.7553189,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487910,3,,,False,-487902,,1796,53.98,49.5623,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6d05000000001dce6d050000000000000000fff88e22fff88e1a0640,52797,True,31,0,1789157562.0182602,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487903,,1797,56.908,52.0638,500064209,False,False,0,0,DISABLED,500064209,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e21fff88e1cf7a9,52800,True,31,0,1789157562.2794917,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487924,,1798,54.0405,49.5246,500065336,False,False,0,0,DISABLED,500065336,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e0cfff88e1c5baf,52802,True,31,0,1789157562.5448036,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487901,,1799,55.4804,51.0667,500065336,False,False,0,0,DISABLED,500065336,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e23fff88e1c8e69,52805,True,31,0,1789157562.804895,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487909,3,,,False,-487912,,1800,53.8098,49.3777,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce689e000000001dce689e0000000000000000fff88e18fff88e1ba7e9,52808,True,31,0,1789157563.0696418,0103000000204412,
False,True,0,not mapped,True,True,500076601,NOT_ALLOWED,,False,-487909,3,False,False,False,-487911,False,1801,54.1089,49.2731,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce689e000000001dce689e0000000000000000fff88e19fff88e1b9a29,52810,True,31,0,1789157563.3302097,0103000000204412,False
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487909,3,,,False,-487910,,1802,55.4222,51.0081,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce689e000000001dce689e0000000000000000fff88e1afff88e1bde29,52813,True,31,0,1789157563.6118872,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487909,3,,,False,-487912,,1803,55.5182,50.9953,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce689e000000001dce689e0000000000000000fff88e18fff88e1ba7e9,52816,True,31,0,1789157563.8771818,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487907,3,,,False,-487913,,1804,53.6256,49.5201,500064209,False,False,0,0,DISABLED,500064209,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5fd1000000001dce5fd10000000000000000fff88e17fff88e1d73c4,52818,True,31,0,1789157564.1407743,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487917,,1805,55.4432,50.9287,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e13fff88e1cce6d,52821,True,31,0,1789157564.4023488,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487911,3,,,False,-487913,,1806,54.2445,49.8218,500069842,False,False,0,0,DISABLED,500069842,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce716b000000001dce716b0000000000000000fff88e17fff88e195373,52824,True,31,0,1789157564.6669755,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487912,3,,,False,-487911,,1807,53.6266,49.5125,500069842,False,False,0,0,DISABLED,500069842,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce75d2000000001dce75d20000000000000000fff88e19fff88e18526f,52826,True,31,0,1789157564.9307704,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487912,3,,,False,-487916,,1808,55.5425,50.7166,500068715,False,False,0,0,DISABLED,500068715,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce75d2000000001dce75d20000000000000000fff88e14fff88e187fae,52829,True,31,0,1789157565.1935823,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487907,3,,,False,-487897,,1809,54.0282,49.5058,500061956,False,False,0,0,DISABLED,500061956,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5fd1000000001dce5fd10000000000000000fff88e27fff88e1d33c0,52831,True,31,0,1789157565.4608164,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487902,3,,,False,-487921,,1810,54.1825,49.3393,500060830,False,False,0,0,DISABLED,500060830,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce49d1000000001dce49d10000000000000000fff88e0ffff88e2275e5,52834,True,31,0,1789157565.7229242,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487905,3,,,False,-487906,,1811,55.7482,51.6428,500061956,False,False,0,0,DISABLED,500061956,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5704000000001dce57040000000000000000fff88e1efff88e1f84c7,52837,True,31,0,1789157565.9866962,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487905,3,,,False,-487907,,1812,53.626,49.5133,500061956,False,False,0,0,DISABLED,500061956,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5704000000001dce57040000000000000000fff88e1dfff88e1fc0c7,52839,True,31,0,1789157566.2508066,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487905,3,,,False,-487892,,1813,55.2533,50.8377,500058577,False,False,0,0,DISABLED,500058577,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5704000000001dce57040000000000000000fff88e2cfff88e1fbd03,52842,True,31,0,1789157566.5139396,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487903,3,,,False,-487910,,1814,55.7242,51.1489,500060830,False,False,0,0,DISABLED,500060830,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce4e37000000001dce4e370000000000000000fff88e1afff88e2161b8,52845,True,31,0,1789157566.7770221,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487903,3,,,False,-487893,,1815,54.6679,50.245,500058577,False,False,0,0,DISABLED,500058577,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce4e37000000001dce4e370000000000000000fff88e2bfff88e211c7c,52847,True,31,0,1789157567.0414968,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487901,3,,,False,-487898,,1816,56.4492,52.3324,500057450,False,False,0,0,DISABLED,500057450,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce456a000000001dce456a0000000000000000fff88e26fff88e230231,52850,True,31,0,1789157567.3059795,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487899,3,,,False,-487896,,1817,54.1086,49.6862,500055197,False,False,0,0,DISABLED,500055197,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce3c9d000000001dce3c9d0000000000000000fff88e28fff88e25a0e5,52853,True,31,0,1789157567.5711,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487899,3,,,False,-487892,,1818,53.908,49.5033,500055197,False,False,0,0,DISABLED,500055197,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce3c9d000000001dce3c9d0000000000000000fff88e2cfff88e255125,52855,True,31,0,1789157567.833362,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487899,3,,,False,-487900,,1819,55.1193,51.0211,500056324,False,False,0,0,DISABLED,500056324,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce3c9d000000001dce3c9d0000000000000000fff88e24fff88e25b0e4,52858,True,31,0,1789157568.0962746,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487902,3,,,False,-487902,,1820,53.8078,49.3781,500058577,False,False,0,0,DISABLED,500058577,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce49d1000000001dce49d10000000000000000fff88e22fff88e22d9e3,52860,True,31,0,1789157568.3593485,0103000000204412,
False,True,0,not mapped,True,True,500076601,NOT_ALLOWED,,False,-487901,3,False,False,False,-487893,False,1821,55.181,50.7792,500056324,False,False,0,0,DISABLED,500056324,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce456a000000001dce456a0000000000000000fff88e2bfff88e232ff0,52863,True,31,0,1789157568.621979,0103000000204412,False
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487901,3,,,False,-487906,,1822,55.3324,50.7581,500058577,False,False,0,0,DISABLED,500058577,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce456a000000001dce456a0000000000000000fff88e1efff88e23a3f4,52866,True,31,0,1789157568.9020448,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487904,3,,,False,-487929,,1823,54.3696,49.9544,500063083,False,False,0,0,DISABLED,500063083,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce529e000000001dce529e0000000000000000fff88e07fff88e206410,52868,True,31,0,1789157569.1648126,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487907,3,,,False,-487904,,1824,53.5872,49.4785,500064209,False,False,0,0,DISABLED,500064209,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5fd1000000001dce5fd10000000000000000fff88e20fff88e1d8600,52871,True,31,0,1789157569.4326987,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487907,3,,,False,-487908,,1825,55.2738,51.1587,500064209,False,False,0,0,DISABLED,500064209,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5fd1000000001dce5fd10000000000000000fff88e1cfff88e1dd605,52874,True,31,0,1789157569.6959708,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487925,,1826,53.6709,49.2912,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e0bfff88e1cee6f,52876,True,31,0,1789157569.9600224,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487899,,1827,55.8545,51.4388,500063083,False,False,0,0,DISABLED,500063083,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e25fff88e1c0669,52879,True,31,0,1789157570.221291,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487906,3,,,False,-487907,,1828,55.4603,51.028,500063083,False,False,0,0,DISABLED,500063083,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5b6b000000001dce5b6b0000000000000000fff88e1dfff88e1e0d62,52882,True,31,0,1789157570.48366,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487908,3,,,False,-487896,,1829,54.1886,49.3633,500064209,False,False,0,0,DISABLED,500064209,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce6438000000001dce64380000000000000000fff88e28fff88e1c2ba8,52884,True,31,0,1789157570.7489398,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487906,3,,,False,-487918,,1830,55.1219,51.0092,500064209,False,False,0,0,DISABLED,500064209,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5b6b000000001dce5b6b0000000000000000fff88e12fff88e1e5963,52887,True,31,0,1789157571.013006,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487909,3,,,False,-487900,,1831,54.47,49.9454,500066462,False,False,0,0,DISABLED,500066462,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce689e000000001dce689e0000000000000000fff88e24fff88e1bf7ec,52890,True,31,0,1789157571.2773118,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487909,3,,,False,-487896,,1832,54.6758,50.1627,500064209,False,False,0,0,DISABLED,500064209,0103400000c35800020001001f00000000c3570000c357000000000001000001040510000000001dce689e000000001dce689e0000000000000000fff88e28fff88e1be7ed,52892,True,31,0,1789157571.541024,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487906,3,,,False,-487901,,1833,55.6171,51.0907,500060830,False,False,0,0,DISABLED,500060830,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce5b6b000000001dce5b6b0000000000000000fff88e23fff88e1e24a7,52895,True,31,0,1789157571.8020663,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487900,3,,,False,-487892,,1834,54.2148,49.7978,500055197,False,False,0,0,DISABLED,500055197,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce4104000000001dce41040000000000000000fff88e2cfff88e249ae3,52897,True,31,0,1789157572.0650008,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487898,3,,,False,-487880,,1835,55.1576,50.6419,500051818,False,False,0,0,DISABLED,500051818,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce3837000000001dce38370000000000000000fff88e38fff88e261a57,52900,True,31,0,1789157572.327452,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487895,3,,,False,-487892,,1836,55.2652,51.1711,500050692,False,False,0,0,DISABLED,500050692,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce2b04000000001dce2b040000000000000000fff88e2cfff88e29e525,52903,True,31,0,1789157572.5898812,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487894,3,,,False,-487884,,1837,53.6081,49.1856,500048439,False,False,0,0,DISABLED,500048439,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce269d000000001dce269d0000000000000000fff88e34fff88e2a7f85,52905,True,31,0,1789157572.853461,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487892,3,,,False,-487886,,1838,55.3479,50.9257,500046186,False,False,0,0,DISABLED,500046186,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce1dd0000000001dce1dd00000000000000000fff88e32fff88e2c2cd5,52908,True,31,0,1789157573.1144564,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487890,3,,,False,-487898,,1839,53.9749,49.4643,500045059,False,False,0,0,DISABLED,500045059,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce1503000000001dce15030000000000000000fff88e26fff88e2e2ae2,52911,True,31,0,1789157573.3795753,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487890,3,,,False,-487879,,1840,54.2455,50.2742,500045059,False,False,0,0,DISABLED,500045059,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce1503000000001dce15030000000000000000fff88e39fff88e2ebf20,52913,True,31,0,1789157573.640754,0103000000204412,
False,True,0,not mapped,True,True,500076601,NOT_ALLOWED,,False,-487890,3,False,False,False,-487892,False,1841,55.608,51.1835,500045059,False,False,0,0,DISABLED,500045059,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce1503000000001dce15030000000000000000fff88e2cfff88e2eb2e3,52916,True,31,0,1789157573.901476,0103000000204412,False
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487890,3,,,False,-487897,,1842,54.0884,49.7158,500046186,False,False,0,0,DISABLED,500046186,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce1503000000001dce15030000000000000000fff88e27fff88e2e1722,52919,True,31,0,1789157574.184572,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487893,3,,,False,-487900,,1843,53.7853,49.2694,500048439,False,False,0,0,DISABLED,500048439,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce2237000000001dce22370000000000000000fff88e24fff88e2b8070,52921,True,31,0,1789157574.4467006,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487892,3,,,False,-487880,,1844,55.1977,50.6317,500046186,False,False,0,0,DISABLED,500046186,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce1dd0000000001dce1dd00000000000000000fff88e38fff88e2cb4d4,52924,True,31,0,1789157574.7090049,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487891,3,,,False,-487888,,1845,54.0495,49.5237,500046186,False,False,0,0,DISABLED,500046186,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce196a000000001dce196a0000000000000000fff88e30fff88e2d3273,52926,True,31,0,1789157574.972594,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487891,3,,,False,-487892,,1846,54.9851,50.5813,500046186,False,False,0,0,DISABLED,500046186,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce196a000000001dce196a0000000000000000fff88e2cfff88e2de3b1,52929,True,31,0,1789157575.2331347,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487891,3,,,False,-487882,,1847,55.3117,50.8839,500046186,False,False,0,0,DISABLED,500046186,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce196a000000001dce196a0000000000000000fff88e36fff88e2dba73,52932,True,31,0,1789157575.495687,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487892,3,,,False,-487902,,1848,54.3708,49.5632,500049565,False,False,0,0,DISABLED,500049565,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce1dd0000000001dce1dd00000000000000000fff88e22fff88e2ced16,52934,True,31,0,1789157575.761584,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487895,3,,,False,-487900,,1849,55.8571,51.4363,500054071,False,False,0,0,DISABLED,500054071,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce2b04000000001dce2b040000000000000000fff88e24fff88e2904e4,52937,True,31,0,1789157576.024197,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487900,3,,,False,-487896,,1850,54.4653,49.9415,500055197,False,False,0,0,DISABLED,500055197,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce4104000000001dce41040000000000000000fff88e28fff88e246b23,52940,True,31,0,1789157576.2892451,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487898,3,,,False,-487882,,1851,53.6712,49.2465,500052945,False,False,0,0,DISABLED,500052945,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce3837000000001dce38370000000000000000fff88e36fff88e267396,52942,True,31,0,1789157576.5532324,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487896,3,,,False,-487894,,1852,55.2818,50.7825,500051818,False,False,0,0,DISABLED,500051818,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce2f6a000000001dce2f6a0000000000000000fff88e2afff88e28edf4,52945,True,31,0,1789157576.8151739,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487898,3,,,False,-487909,,1853,53.8519,49.4742,500055197,False,False,0,0,DISABLED,500055197,0103400000c35800020001001f00000000c3550000c355000000000001000001040510000000001dce3837000000001dce38370000000000000000fff88e1bfff88e26df90,52948,True,31,0,1789157577.0820706,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487901,3,,,False,-487904,,1854,54.2097,49.6915,500057450,False,False,0,0,DISABLED,500057450,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce456a000000001dce456a0000000000000000fff88e20fff88e238a31,52950,True,31,0,1789157577.3442469,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487901,3,,,False,-487894,,1855,55.1909,50.7803,500057450,False,False,0,0,DISABLED,500057450,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce456a000000001dce456a0000000000000000fff88e2afff88e231230,52953,True,31,0,1789157577.6068466,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487902,3,,,False,-487913,,1856,54.2417,49.429,500059703,False,False,0,0,DISABLED,500059703,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce49d1000000001dce49d10000000000000000fff88e17fff88e2255e7,52955,True,31,0,1789157577.8697112,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487904,3,,,False,-487913,,1857,55.3955,50.8897,500060830,False,False,0,0,DISABLED,500060830,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce529e000000001dce529e0000000000000000fff88e17fff88e20a5d3,52958,True,31,0,1789157578.1300585,0103000000204412,
,,,not mapped,True,True,500076601,NOT_ALLOWED,,,-487904,3,,,False,-487912,,1858,53.6814,49.5749,500060830,False,False,0,0,DISABLED,500060830,0103400000c35800020001001f00000000c3560000c356000000000001000001040510000000001dce529e000000001dce529e0000000000000000fff88e18fff88e20f1d2,52961,True,31,0,1789157578.392415,0103000000204412,
