utc,transaction_id,address,quantity,ok,latency_ms,error
2026-09-12T08:19:06Z,1,32,2,1,8.511,
2026-09-12T08:19:07Z,2,0,32,1,56.559,
2026-09-12T08:19:08Z,3,0,32,0,276.218,[WinError 10054] 远程主机强迫关闭了一个现有的连接。
